7492559,12930037,8387522,4957818,11655951,11151548,2194900,4024904,3167592,16000339,
11410873,7929737,11190073,2284828,5848057,14314188,12687166,1746501,4879364,8178930,
9852456,12795296,1483339,6963217,9745058,1928110,6562696,4044252,3972794,7582752,
3010492,10713258,6003181,8696265,15137045,219214,232585,8490355,4481411,10857786,
9313917,11041796,253764,2918891,10151816,1702089,4328766,14576099,11888690,6432818,
12458976,6695943,288387,2727816,13990427,7619175,1356768,13765834,9359998,4887847,
11685170,10386648,13706805,7820923,2799820,13626282,3381207,7873065,8935568,2459853,
4583502,4447876,4933648,11418724,404834,8379645,14769761,2396138,612913,15503632,
3538235,200505,5460871,4830567,4989523,12269365,3783165,4941722,6021032,9146334,
13079819,12214089,3956538,5321590,9079240,2841423,6321795,8908148,5959804,6831639,
14501992,8534532,15570492,2177214,10459171,4016123,3356179,2203636,10331423,8659962,
15641259,15444675,5792273,5144233,12329289,481550,7105345,12513944,12448866,1452272,
12504253,4356755,4301338,14652704,10780426,8520783,11043625,9151442,346679,3899077,
15650590,12060525,466324,15698988,11540505,1849822,886926,15115146,10225919,1211832,
9826213,14385525,14612910,13804304,6750546,6588374,5016981,4423935,12276320,4429774,
4692862,7941583,68446,8891159,11252969,6102178,11614928,132321,14467675,903081,
11609050,4542286,150435,5078143,13198797,5801003,16161630,8219307,8071053,14290075,
7383469,2963059,6498029,5496919,4036939,10787654,14495826,10213825,609137,6084931,
9981588,7089005,11025849,12225804,11124599,7398874,16282932,8867274,1417615,7035937,
1911613,3726748,12455318,11111351,5321133,7120721,13135058,7524225,13635447,13490377,
5958307,14320739,15782664,10695547,4692727,8300703,14963506,14076339,4718739,6282201,
2581693,5547085,7124808,3604107,16331513,249926,366118,1989901,10879468,8784547,
4830592,7171276,7304725,12578886,11781274,3860992,7722761,3358870,5707099,10883903,
3510690,10229809,8482671,8244778,15330066,1049969,14754904,3194754,3371883,3152976,
13404666,12916103,7490712,3592068,6940788,14702497,8701698,2368976,13047154,10595607,
2007478,16483422,13393064,2650112,2889759,2709803,1434086,366841,2378849,14213116,
12866897,16355089,7436089,9195638,3802548,377397,4597261,10189918,1035793,16447787,
12239435,13825779,3800595,4998848,7011093,9396910,14618362,5071375,2679415,12193186,
3135767,10555528,12155467,5268172,10310957,11664818,1109565,6174882,1154843,6264296,
15250080,15568255,10752942,8048144,11381486,15540097,5846812,553101,2373352,14459798,
15574526,2136271,11646386,1538663,14301993,1797837,10324514,3870223,2615083,4398663,
15445220,6610624,11401422,7625746,12323672,533238,10910426,8768911,11090680,14357613,
8231781,15481642,11006647,2926703,10001373,13703990,11126920,1540271,6845467,10983598,
12336288,2543074,15957530,2742690,15080090,14115452,9709597,11389334,8702966,3537324,
3044398,12761594,12098266,16426310,8888062,16059724,14116577,12663178,9269909,5619567,
2241989,5157114,13142693,6214424,5595523,9474703,8135233,13768805,7295341,16462885,
11531165,9569917,8901819,1180500,4241172,13165968,7239318,4312495,9510450,12562410,
7061338,3586830,3780024,2761694,6089847,7741033,15211475,7788850,9004998,9618442,
9835032,3129999,11756540,14378827,13607987,16265594,11812997,2032980,505853,15251150,
13698144,10861296,9192284,375299,4422405,7242033,15434770,16514352,1788129,15461288,
7341576,9062505,7341299,13062795,5587202,6144042,10377206,3039799,5019258,13894164,
5009045,3455040,7871105,15332370,14089651,2271544,11104134,15859038,581494,1776674,
12406105,11926374,12933176,8963592,13881593,5843935,328616,7127073,11831088,3244187,
9858585,14338178,12641921,7153983,5835231,9858993,1675922,1734634,9935030,11910832,
4889524,9451433,8876758,11263421,4735873,8056636,13453874,7818758,13638533,13775674,
15211741,9657553,1810887,1385303,11849939,15325717,13285512,2574793,9819661,3205313,
3505733,9716479,7031433,8518873,13107750,14458258,341372,4266455,11319292,10602845,
1185227,15374069,15135580,11864520,12522531,9930665,15443001,13327383,12881495,7817055,
6533211,14547105,5714221,14008297,966374,15041197,2475760,9463254,1174232,4773947,
5784922,10857875,2576538,4269371,8189626,14079836,9108927,1122263,1951753,6475099,
5916502,10911661,10573527,6646693,15981265,5304402,12145624,11767546,2078232,1195894,
9251776,13849278,13269772,7347561,16124560,832105,7924565,14902809,282986,9416675,
14819217,8892538,11524672,7796667,7109188,1622036,10709433,3554356,7399946,15462638,
15764064,12872081,12338426,6165569,9319356,8345069,10462273,14991207,4499430,14842127,
2437369,7736765,28460,4553037,10952339,3675994,8796279,4051818,12810700,13280498,
7175645,4448892,6404833,3092744,5679685,5332452,16197781,650558,9857189,15232336,
1755720,9240179,13661413,10804010,12039956,7080659,5763268,310025,5382389,7160909,
630194,1878930,8732087,2647029,10501674,9790338,8528865,16101981,8378383,3396725,
15501860,7551059,4015517,11168366,2673746,15912281,11014664,3240815,15096325,16500141,
12242537,2384713,12967536,735073,4036811,8255328,9132249,10225929,3789103,1212908,
9120228,6011605,4329950,7496291,13576746,6307467,4203868,613543,10745225,1114931,
12825837,13032692,11779383,2012670,12177258,42306,848772,15551713,1121839,12198346,
3554594,13298742,7761778,4305392,6180195,13586452,15562956,11142380,8862347,15761599,
5155521,13199500,6027486,7395304,13952587,6184421,504757,15978028,8454766,6451403,
11015296,1259999,16506290,4980420,11929380,12309791,14304920,11048453,1305728,4026917,
2734737,10648230,9326762,14243660,2939344,10733810,8619174,2009360,9527127,8148493,
2911686,16295150,9159422,1768377,16024975,10501466,7937325,5364885,8853827,3810275,
501342,5472360,11267851,10315616,8998568,10500735,12983910,11623477,16161808,4927000,
8001425,3572457,10623807,3658352,7051752,3039115,10949122,4810912,12974568,3037145,
12672401,15179858,8215382,3735540,680197,15997481,1682143,6583193,3003634,4619896,
36853,5102121,16123625,13548427,4391835,2061769,14149185,1531265,16283201,5469416,
13721221,396242,6845781,5075849,5935672,11775831,14373747,1493248,10951016,9289859,
10640639,10071260,11606651,12749650,8093361,7569148,1162068,1073085,597417,3854438,
7250744,880876,4366424,8697170,8297284,1812680,4731157,12858343,569370,2051980,
9833487,11085181,1846293,10156021,4159040,14957613,10240788,6604678,13764823,3439026,
5835724,4952640,7719209,2325742,6927937,12013619,5826617,3512309,10081495,15533693,
3001741,1609299,9810598,8834617,7497173,12975352,13681623,15343692,8506771,713900,
14707581,10725091,1304256,8671394,4963646,11516193,8181058,710294,12905913,884320,
14960723,343671,12834576,2539593,11491921,4031257,13078201,2020825,3961301,13389075,
15322887,15645348,3654145,8461818,6665146,3544669,3953352,9114010,2071885,4483744,
4736641,7882800,6364363,4341264,3904039,12461589,56377,10343301,11677839,13754244,
11321218,15976238,4763196,16093290,3717565,4804986,4873857,12023304,5231207,337411,
10760409,2559863,8166356,9161253,13193864,8068761,1029117,5394991,10823192,16283084,
8411128,8098074,8037365,1864841,1788891,4822351,3648287,10815767,15784123,14577212,
2188128,10364271,5371013,10805929,5153431,13245509,624378,15427584,5066802,3235957,
9717958,449543,14317263,7260367,9715595,5741832,13386046,11827160,15508258,15618497,
13603749,4722707,2390431,10649248,10158205,8723915,3286545,2073944,7677523,15886035,
4943259,3440193,6465306,3639957,7885833,8812860,1666549,2800242,5236158,9319254,
1193986,6814752,7400036,8147921,4259489,13744152,8599011,16397705,12370373,5744871,
2579418,14418904,13358488,624870,5601481,1765905,4136926,7717224,2443378,9840671,
11112235,12455970,14027149,11112503,16148846,11960075,10982614,8025715,2676846,7240752,
8375571,822792,9195122,14987141,11496987,8850817,3172188,626583,3804096,2216077,
4442971,14070208,1207631,7713604,14798058,8263934,1296198,2710527,2149314,5206313,
969656,4971165,9892216,15210955,12431358,13071031,6325825,7455261,9667291,11290250,
10795174,16480091,14063692,780953,4567170,16521552,11898567,2814590,5766361,15160484,
9363668,7968789,6761502,12594125,9199187,8023124,11918354,233624,14151075,364005,
3046559,14696445,13820630,11086591,10047156,10116004,6694779,11947377,1522209,5010514,
12533550,10836588,4113463,14043002,5798605,9036858,5257949,11483521,15847675,6721676,
14013644,16449240,9094626,9747289,15333051,2190468,1060551,86470,10203436,234844,
7365141,5669652,6190444,1074992,2560045,2264645,9924608,8078329,13683980,2978192,
12006093,13407470,14366013,8674289,1695070,13031312,7657806,8715534,13453334,15888294,
2560891,15561385,16139700,3727358,10356000,12453594,11823631,12707533,5145518,16159074,
13010022,1703709,3395970,14577869,2344835,29304,908350,1026809,10733971,9382563,
4985040,3451752,15443948,13718508,9430797,1146029,11425805,14474625,8151044,11091952,
12631001,1916938,6761413,15393436,9173014,1047251,2469545,12063685,16259256,6167060,
8763121,7597545,2106163,7364580,7409045,2413294,471291,14500085,13138798,11404099,
2931226,7931411,32810,7772812,11102847,10440708,3271019,10481422,7637821,9005331,
370760,9589081,13769041,2064224,2823901,14944359,602436,4357170,15965400,13907318,
5965917,2354704,2156075,9985658,15529640,7379820,11278135,10014022,12598899,11840451,
4786404,9684554,8673539,5540485,4006826,12833025,2178823,3240988,6014813,8210555,
9863342,921894,14877571,6032486,16124592,7124958,14371954,16371970,1672676,9078326,
8551732,13623909,7448475,16235071,782278,5613985,16269294,6708488,12129871,13473312,
10092421,4465669,10874606,13654976,10131452,3716867,12260508,378519,11735996,8786989,
10023655,13237452,10259152,6323549,15427547,12092738,11279249,9834800,2422965,13039318,
5364051,5045888,46335,12311877,5160778,1673386,6364296,13338437,327698,14078057,
11730589,2431541,15416368,4507641,7639872,10742483,11622859,11697272,2393827,15433195,
4490541,4032955,8230762,6043723,10176035,8676216,14633155,7478621,3944321,10228814,
802139,9361130,14812066,9885488,13719513,10147789,8833034,13619369,1914916,5763527,
5093157,8599003,6777456,13518595,5908732,6052291,6961916,7473512,16006042,5089613,
4955748,10207207,13870296,8707455,3127204,11290947,4151490,9152236,3596932,6002871,
554923,11668534,1883402,13704704,1163951,1451213,14211801,15137528,3147446,7009408,
9033171,6298551,11504682,9900767,3164674,212304,8448140,8557820,1757366,3228448,
2412175,7302639,11463622,2959207,689010,13033720,13503506,10194325,1914120,393803,
1119726,13306024,16364822,952512,14150996,3934973,2280966,3163265,12867897,761312,
2991319,11518428,9894679,15855548,7009755,14430022,2011568,16079383,11981347,4219465,
15363926,8715218,10547743,14751220,2035485,12323640,278592,7281703,14718565,1254176,
13870643,7186028,14242208,8754034,373661,16478771,2704884,2631424,9906679,10489977,
6887497,6816324,13450619,6881576,14688028,12293955,7091258,2441734,11039283,4127607,
13779414,2507592,1393146,3798621,5038818,5425957,14155770,15949524,9833199,4578478,
6482242,9275010,11441233,10933628,14742635,7402596,6667964,3592229,16130776,15784784,
9148258,4444312,13568376,10362036,4252690,14657298,12828357,859477,3531937,2446606,
10172426,11013932,6695993,4350258,14263461,1249773,1144339,6896168,10250637,4795971,
13028656,4070202,3503106,14913815,9098316,14526923,11647315,4073032,14078635,6725692,
8089812,13705056,7922328,10728875,15415458,9956721,6685325,887480,13802312,15481276,
7452475,12792617,4077588,1620652,9408278,12338928,163197,10754547,16289011,9479351,
9956629,10730416,9995339,321928,92849,8461402,5583267,6824767,98540,1349455,
5208360,1776117,3865374,14266904,9831597,122876,7110423,1358678,6665282,1583048,
5461504,665341,1875156,15016837,6778881,16357107,5754391,16458599,10365549,15082449,
9295226,10565845,13505035,5605555,5411423,5545679,9051790,1740521,374478,2214524,
12195980,8131215,3515332,3844019,10282862,11756924,3650673,4560263,13794630,7669667,
6528540,15313849,14199577,4939150,7906253,3524766,4575603,13343541,5930950,2898494,
5619072,14323671,9717321,8394194,1417404,15158851,8441118,1033313,6282071,16454024,
12305091,10496590,7443173,2099005,13169391,9376642,13679096,2365835,13487448,2981004,
16095760,4277279,2584916,3337698,437026,16277125,7853434,7807413,3390277,9855207,
11662661,16317701,8873115,2007611,15894440,11982473,12923316,10560982,7296796,7920685,
14487513,14007623,13590181,7285174,11707259,4016312,14668288,13235418,11173609,5233421,
11470593,14797355,13169298,7594988,1556783,10330106,11865498,5313532,12832785,1669242,
15770478,7220761,2131058,16058912,2634321,6757613,474156,4239116,10381472,7890642,
906728,5378844,611441,7536535,4597329,15232785,8012522,14570546,7843922,6759107,
13342487,13513197,529934,7011397,3252688,13795554,4260876,12063438,6048150,15485680,
10642618,3510618,5747860,13167877,11174801,3863422,15596941,6222020,14185275,3770287,
3416938,5384925,6641599,13213986,12463846,10957675,10949833,13769629,6551965,12513462,
1211254,5455330,15236952,15573311,4765442,8218412,11843512,3008856,10194736,1729111,
14027531,5543045,14524349,16370246,6691384,13053522,11519197,680985,13440502,16029224,
6143589,10187629,6467199,7397970,12688728,5774339,13998994,7373015,12172906,11354590,
2377681,5720803,14484663,12225550,7584352,5370093,13220651,16073774,4925868,13785719,
112334,14284945,11691226,7727062,8818463,2326763,12876159,10261208,3471482,1659665,
13792496,8805902,14454853,5783140,2941900,3279948,13257118,13430404,13971371,14701741,
11271755,3660519,16443448,7451735,6314864,14494523,1629370,1065040,14889621,13434367,
3864090,15742075,13682099,1743645,13858890,2459818,1771206,12827731,5742101,16236184,
7396186,10812703,4306775,14538512,4293435,14112912,1689958,11778818,3143883,16470679,
1125742,5739267,13030533,8434067,3874386,768766,2758593,7284974,9767781,15380210,
2214250,6380040,6468814,16049855,8305648,557033,4689802,8446363,16478639,1045829,
3217669,9255862,16131044,12344969,9053359,7376383,768821,15551267,12401680,1471382,
11695256,8985236,16081684,16147556,8092906,14623454,5449450,8769660,5441607,12308009,
6858850,14513515,2420559,2836699,15919725,11489998,4364290,10141358,11417844,2908754,
13159126,521792,10705379,9329311,5595524,12802525,13120494,9858685,1760391,11712145,
13957369,5780553,9498621,12573139,13791667,6756656,9868196,10678415,2108947,5225597,
14213920,14585759,14692058,7597566,8762045,9581083,5524508,12626198,6464184,6246977,
4200773,1415931,216913,684687,13792874,6915878,3822255,5054495,3230616,7811020,
12745578,12780017,7190284,5228088,12122776,8119369,27405,3225146,5709852,8182505,
9854118,13628728,3876145,11634624,8370743,3025295,10235808,566192,14090526,16200965,
583402,9876877,16064533,7953845,8544812,11152407,14668590,15243102,14974646,5409379,
6619940,11205455,15416776,12640978,1893717,12628613,8183906,7834878,11621552,9516770,
11425187,551689,283600,2575781,2175526,1029465,689710,5529073,1392250,4877201,
4233293,12978120,8938146,12336066,8327966,8045809,2478642,2129533,1937678,4093252,
14795935,13027537,7029064,1584310,7388668,13587696,14565109,13748685,3544405,11060990,
2871234,13888143,10053480,11182125,5972218,5606125,11132971,4932740,7160539,109869,
11932249,9953803,9526900,11922189,10900930,13452112,9609867,13053867,9779358,13119495,
8389910,4067406,6144240,12886125,10875151,3383860,13279106,5017121,250692,3231932,
3341006,7307224,8422997,15812244,923128,6942199,420453,8981294,5790618,13050637,
3338358,13877582,6440852,3961530,6939775,13036352,8106142,15015605,4290044,9485055,
3281780,1790068,3330118,6511883,13829278,11890687,3984023,12966440,168903,5414113,
1192976,15996685,6816606,7513137,13735985,8249744,905166,15339650,4811760,285624,
16364159,4189023,14562329,15618853,13683166,13969035,801349,11980775,2024013,2641439,
1762223,7581548,4025481,15843760,16078850,712101,797287,7208675,12940499,12314586,
11712115,12048541,14400755,7949982,4985313,1392187,2724694,3615672,11177842,13632740,
6876633,6321839,15191495,3066958,15178876,1460536,9310814,10988643,12854526,14801197,
13077837,13327749,5717544,2936439,8280054,6232335,7628169,11051227,8011859,9853770,
16397660,4855153,6274758,10092808,6500938,2073681,11697590,1337362,16510226,3068873,
12260340,11930825,7492328,1929315,6559001,3809697,3368752,11371837,6871901,6757700,
1456862,10687895,8356167,10862502,14768170,5492157,10962878,2321744,12508942,1760403,
16501431,1759682,9516310,8034381,2569540,5252331,3033221,6103151,10474408,11977537,
10047733,5387708,13338515,10361976,10723877,12253745,10741378,16508287,11830497,1683144,
9582243,11133027,4309774,3809801,7111577,12942523,9033064,5705560,13456006,10856838,
2544648,15400583,16244955,11206448,14123706,8370403,5303079,16312578,14502679,2545435,
15244207,6128545,7696511,15027461,14947202,11282865,13080153,741373,4126977,9566265,
6211515,4056077,4605816,7791118,2497330,11285137,8489056,16013561,10663911,12641511,
6137036,5834829,4892555,5814778,3607977,12845707,14345654,8090238,12643353,966823,
12969123,9122894,8114805,559443,2730483,4684870,14384142,5405671,7981597,1980112,
14701191,2284951,15066581,5462159,14987841,15864148,15332284,8938819,1360874,8954261,
6382182,13666317,5517628,8491834,10013507,15726855,7196425,14648276,6591349,16343168,
16274869,430241,10346591,15705484,6500062,13914550,3227687,4041676,15268850,7980243,
8942086,4193494,12456900,1392587,13580521,3963994,8701799,1423777,10381051,15510984,
7140276,7100302,10503897,6032453,1318896,2344239,12462096,4352317,10173863,6583605,
3670001,11090370,10022762,5733908,16253702,6360581,8021915,12931762,9880827,5784509,
7304884,14073233,12133584,14473816,4580080,13628760,6917634,6646114,5275771,13650396,
13333173,13826182,15672486,13106623,4469190,13600313,9774689,9910911,13763284,14954762,
10054542,11093320,3296070,2321966,2937195,3951248,5073829,8743107,657996,15629261,
5962598,1017106,1139282,5657393,11613267,4513737,15997938,8236729,16273544,1132068,
15645117,4842519,4859194,16447954,11784970,1539159,12869250,16370833,1678178,5089610,
17153,14845740,7319083,3734976,14603877,11681453,1395855,15390422,622364,15349809,
11493519,7361887,7836709,15643667,6522259,14135555,10377,3115525,3663321,10375928,
16173909,3769050,7936773,14770437,14775736,710480,9159061,9049614,10201108,14297234,
10385290,15919914,6074392,15712668,5840263,8565252,4284680,13944353,5591676,10365074,
1360778,13223827,15394870,8682600,10840533,2399893,5110204,5940711,8395346,9665911,
7976502,5856665,5525671,12833368,3141867,46149,483199,3756649,12037844,15817783,
6996607,279886,13708888,3668866,2889919,1237366,140667,16435856,6276699,6363871,
8747362,3549108,11893296,3189442,7374731,12201279,7620378,14514854,8263675,11825734,
15013110,700825,3211672,14020682,11988697,396166,1148377,1790599,16075440,11228084,
5371256,6836108,9627382,5081820,1841243,5163813,3541037,4816942,9173965,5417715,
3280229,3445173,13146626,15910621,4099168,12655703,14753345,15355330,6945872,657280,
6288917,12286518,5489008,13497735,9270551,14842289,4369436,1835457,8716087,5643326,
3924926,4822628,8955556,11840814,4203797,12284315,6353145,13110087,11577911,11303188,
3600835,11395047,151013,9290493,9422523,13153336,11345991,4081711,967106,14344906,
14136741,8200594,4446123,7647202,7718478,10545973,3343895,14547507,11774174,8897948,
11696686,12499997,15300319,11811173,14101941,4089793,11464674,13364427,12384918,14457199,
9364396,6694029,14770394,5270195,12728486,15032050,13332717,5570304,12463849,2088329,
9285045,6475173,8422847,9680150,12386631,11298300,11709012,9069822,11994665,12424118,
2597461,5124719,3884957,2174645,13638386,13210175,3346429,13681307,15552033,12809026,
6985619,16048163,15881951,477622,1785340,6457216,12669047,6756218,15793802,2325152,
6452247,2772408,3966550,3988527,13217239,12759722,2596084,16327704,5195232,1996102,
9284991,10514181,13330966,6522205,14789799,10872060,11408941,9452683,14967972,12655523,
14317164,15691249,918286,4914103,7187130,9955001,16184659,324435,9516542,3864452,
6677698,15553848,4817513,5822590,7685697,12064581,2445573,13893697,16168389,422031,
6404113,7862278,11517679,14956488,6338625,3457190,10464468,16013454,2260449,14976740,
471585,11801953,12765585,14324446,15873120,4443075,5019823,13380910,13575828,5044880,
16385728,4894090,9143008,4901297,9319851,11334354,16340353,12947064,15583282,6912372,
9032531,6848091,3933633,2384373,251851,4320544,6509885,6387692,8806412,6549706,
4980268,2526338,6170140,4271352,6506939,12256434,4904464,11291601,9005916,2828789,
8266810,5604441,7638946,4235681,14314265,13019127,8979485,10361497,14859858,8870394,
7231996,11130571,2454134,9093902,7841362,4983308,11259499,2359645,13593540,11189525,
12238631,2048120,487575,9755961,8936771,13165219,15641150,10107962,5554475,9377825,
14458733,4113591,435455,7947369,6119241,6667647,7921315,8940719,12690699,4841690,
13955462,15973161,5795017,13566123,7281311,2334550,6447299,14632428,4089018,4575780,
13609639,11975587,11663215,6996608,5985072,6148638,10999801,10636019,9896887,11525815,
10237266,3484509,1140414,2949808,11201484,5500745,4893112,10702333,13055924,4912485,
3018810,10516638,11468893,1989813,10855469,14920352,7676709,16119098,3869510,10774176,
5325834,4498858,7831896,15369698,3415061,176097,137235,10694907,13514182,3195265,
15027474,4361567,2724722,822132,4893375,14041016,4975788,4279792,8503783,15790915,
14163901,15916873,16308053,1360584,11908422,7593363,14529694,7790723,598032,9335978,
3558914,2484115,14977815,3160066,13657940,5101638,16268286,7809540,6251536,9432919,
11029010,11896166,10512457,2921737,220975,10964536,14222705,9998908,10172273,9596196,
1431250,8065909,4758148,5993366,13328832,6846087,888240,13294998,4127582,15438373,
11018601,4376771,10318914,10870665,9863005,734727,10481481,6726623,5169889,2528514,
13546409,6769741,15657945,8048681,8017216,7690439,8369998,5541927,6536203,2035016,
3031498,2698318,7109696,13865836,1279563,7938696,16078857,10231525,11936686,13723995,
5438036,8371518,16507751,2018433,7876784,8914620,767350,1547158,3581402,5683437,
16010727,14563912,9852872,2778984,263661,7908249,13868352,11320585,7661929,7521550,
4046347,13321925,777448,15904381,5597587,8503010,11936423,3678172,13470930,12681214,
11885983,619389,8366285,9964093,2722731,15385143,2409653,8519534,15592614,6895957,
15586752,4164504,12687485,15638976,14988410,3837354,8043036,201371,2616505,1017935,
4653502,577376,15958242,11116489,2154230,5875040,5097804,5605567,11681403,14668777,
7238834,14951613,596243,4224341,1644010,6614276,13950908,7871795,10639660,8210905,
9854876,15955591,5125041,15140181,15227960,416336,12235797,10396458,5139611,2084201,
10174488,7189545,10602903,12258923,2881384,12460378,8114516,12942659,2629543,8282000,
258584,16209995,11755828,13058908,10100485,6708319,4047013,6435729,7688622,12162401,
7539457,16049597,426414,8019496,14181235,10752005,9450137,5670376,16223381,6972526,
654510,2397015,14569937,3104300,5889675,14386435,9620132,11320265,14429873,13297011,
1545683,7790743,9859071,130414,9673862,3131602,13367073,11751556,14056888,5702298,
11545063,11373508,12242929,664744,3784241,12432680,4340028,12956171,2083051,12465835,
8716632,4733462,2443495,953760,3024381,6154615,1032006,7444148,5238504,929422,
3968815,14195523,8488732,13775919,11993162,10420378,4890959,2308495,9958606,12851596,
14474928,10040119,3531543,12083386,12619889,6736332,6247670,13268916,6193977,6156793,
211102,788547,16171906,16041670,9654795,15388917,9742783,1700939,12707173,13840567,
10189306,2200440,15366452,13229262,11949567,6355679,2170467,12301571,8277939,16462233,
833347,8795520,7409297,15544922,7607116,1449237,2129243,5237629,10062955,6781073,
5157140,13476798,4708343,6242217,8405713,5292058,10587106,3185069,6968289,1741323,
14638361,12165957,5413739,1363770,12818642,9210897,311727,14948511,11452851,7782106,
5028355,7347784,1827067,8514238,15996939,12219520,8508597,1932526,3805637,16219629,
14714645,9666990,15711452,9032785,2359729,16414304,11063532,2341667,1662570,360552,
9454429,14572983,5945702,805599,6776005,8917234,1965842,15181393,1950574,390381,
5643366,11694042,12280140,12076225,3612347,1692559,14916467,6972733,11579277,7539417,
13298600,7125747,11132126,3742352,2386672,11547094,10619789,9562497,11668224,4382250,
13479159,12608587,10392025,7242022,10795959,10229931,94978,10285348,9594066,16339953,
8499728,9517512,10338916,8021667,15751873,14749961,3457781,16035166,7944730,5871032,
